config_id,Actor/Criterion,weighted_sum_mean,weighted_sum_sem,n_seeds,rank_within_config,is_consensus_winner,consensus_winner_stability,weight_Demographic_Parity,weight_Total_cognitive_score,weight_Avg_outcome_difference,weight_Percentage_treated,weight_Mean_outcome_treated,weight_Mean_outcome_control,weight_Accuracy,weight_Mean_Regret,weight_Cost_effectiveness
14,Compromise Programming,0.582099073675585,0.06493648704559797,3,2,False,,0.083333,0.0,0.833333,0.0,0.0,0.0,0.083333,0.0,0.0
14,Nash Bargaining,0.4886349684225708,0.04242111786460141,3,3,False,,0.083333,0.0,0.833333,0.0,0.0,0.0,0.083333,0.0,0.0
14,Parent,0.48446627638995077,0.04103600901855145,3,4,False,,0.083333,0.0,0.833333,0.0,0.0,0.0,0.083333,0.0,0.0
14,Kalai-Smorodinsky,0.374617822644322,0.3097650099329598,3,5,False,,0.083333,0.0,0.833333,0.0,0.0,0.0,0.083333,0.0,0.0
14,Nash Social Welfare,0.2955671851181179,0.1092456030133896,3,6,False,,0.083333,0.0,0.833333,0.0,0.0,0.0,0.083333,0.0,0.0
14,Proportional Fairness,0.2955671851181179,0.1092456030133896,3,7,False,,0.083333,0.0,0.833333,0.0,0.0,0.0,0.083333,0.0,0.0
14,Maximin,0.17707375922892918,0.0026592774087240765,3,8,False,,0.083333,0.0,0.833333,0.0,0.0,0.0,0.083333,0.0,0.0
14,Healthcare_Provider,0.052239858906525584,0.021216559201313826,3,9,False,,0.083333,0.0,0.833333,0.0,0.0,0.0,0.083333,0.0,0.0
15,Policy_Maker,0.8135427728571517,0.10692872370800739,3,1,True,0.6666666666666666,0.166667,0.0,0.75,0.0,0.0,0.0,0.083333,0.0,0.0
15,Compromise Programming,0.5812674694966505,0.06413556670911419,3,2,False,,0.166667,0.0,0.75,0.0,0.0,0.0,0.083333,0.0,0.0
15,Nash Bargaining,0.5202238451533289,0.02666847395177136,3,3,False,,0.166667,0.0,0.75,0.0,0.0,0.0,0.083333,0.0,0.0
15,Parent,0.5138430346991673,0.03143116991399049,3,4,False,,0.166667,0.0,0.75,0.0,0.0,0.0,0.083333,0.0,0.0
15,Kalai-Smorodinsky,0.40053194158494027,0.29600273627099305,3,5,False,,0.166667,0.0,0.75,0.0,0.0,0.0,0.083333,0.0,0.0
15,Nash Social Welfare,0.3081865419643899,0.1151328836039033,3,6,False,,0.166667,0.0,0.75,0.0,0.0,0.0,0.083333,0.0,0.0
15,Proportional Fairness,0.3081865419643899,0.1151328836039033,3,7,False,,0.166667,0.0,0.75,0.0,0.0,0.0,0.083333,0.0,0.0
15,Maximin,0.18907473601020486,0.012934276374783565,3,8,False,,0.166667,0.0,0.75,0.0,0.0,0.0,0.083333,0.0,0.0
15,Healthcare_Provider,0.07966490299823638,0.0429605637349449,3,9,False,,0.166667,0.0,0.75,0.0,0.0,0.0,0.083333,0.0,0.0
16,Policy_Maker,0.8223315181942605,0.1006974545785621,3,1,True,0.6666666666666666,0.25,0.0,0.666667,0.0,0.0,0.0,0.083333,0.0,0.0
16,Compromise Programming,0.580435865317716,0.06842573968973573,3,2,False,,0.25,0.0,0.666667,0.0,0.0,0.0,0.083333,0.0,0.0
16,Nash Bargaining,0.5518127218840869,0.023644272479381254,3,3,False,,0.25,0.0,0.666667,0.0,0.0,0.0,0.083333,0.0,0.0
16,Parent,0.5432197930083839,0.02987851410388102,3,4,False,,0.25,0.0,0.666667,0.0,0.0,0.0,0.083333,0.0,0.0
16,Kalai-Smorodinsky,0.4264460605255585,0.283397405832144,3,5,False,,0.25,0.0,0.666667,0.0,0.0,0.0,0.083333,0.0,0.0
16,Nash Social Welfare,0.32080589881066185,0.12342951463471286,3,6,False,,0.25,0.0,0.666667,0.0,0.0,0.0,0.083333,0.0,0.0
16,Proportional Fairness,0.32080589881066185,0.12342951463471286,3,7,False,,0.25,0.0,0.666667,0.0,0.0,0.0,0.083333,0.0,0.0
16,Maximin,0.20107571279148054,0.024710101792076056,3,8,False,,0.25,0.0,0.666667,0.0,0.0,0.0,0.083333,0.0,0.0
16,Healthcare_Provider,0.10708994708994717,0.0647058635088875,3,9,False,,0.25,0.0,0.666667,0.0,0.0,0.0,0.083333,0.0,0.0
17,Policy_Maker,0.8311202635313696,0.09447132095060154,3,1,True,0.6666666666666666,0.333333,0.0,0.583333,0.0,0.0,0.0,0.083333,0.0,0.0
17,Nash Bargaining,0.583401598614845,0.0366481049356056,3,2,False,,0.333333,0.0,0.583333,0.0,0.0,0.0,0.083333,0.0,0.0
17,Compromise Programming,0.5796042611387814,0.07696025048548016,3,3,False,,0.333333,0.0,0.583333,0.0,0.0,0.0,0.083333,0.0,0.0
17,Parent,0.5725965513176005,0.03739485960465237,3,4,False,,0.333333,0.0,0.583333,0.0,0.0,0.0,0.083333,0.0,0.0
17,Kalai-Smorodinsky,0.45236017946617685,0.27210985031084106,3,5,False,,0.333333,0.0,0.583333,0.0,0.0,0.0,0.083333,0.0,0.0
17,Nash Social Welfare,0.33342525565693376,0.13368767469662896,3,6,False,,0.333333,0.0,0.583333,0.0,0.0,0.0,0.083333,0.0,0.0
17,Proportional Fairness,0.33342525565693376,0.13368767469662896,3,7,False,,0.333333,0.0,0.583333,0.0,0.0,0.0,0.083333,0.0,0.0
17,Maximin,0.21307668957275624,0.03656436286937021,3,8,False,,0.333333,0.0,0.583333,0.0,0.0,0.0,0.083333,0.0,0.0
17,Healthcare_Provider,0.1345149911816579,0.08645148114614583,3,9,False,,0.333333,0.0,0.583333,0.0,0.0,0.0,0.083333,0.0,0.0
18,Policy_Maker,0.8399090088684785,0.0882514097591271,3,1,True,0.6666666666666666,0.416667,0.0,0.5,0.0,0.0,0.0,0.083333,0.0,0.0
18,Nash Bargaining,0.6149904753456031,0.055347117592446524,3,2,False,,0.416667,0.0,0.5,0.0,0.0,0.0,0.083333,0.0,0.0
18,Parent,0.6019733096268169,0.05004865833915707,3,3,False,,0.416667,0.0,0.5,0.0,0.0,0.0,0.083333,0.0,0.0
18,Compromise Programming,0.5787726569598469,0.08851986119058446,3,4,False,,0.416667,0.0,0.5,0.0,0.0,0.0,0.083333,0.0,0.0
18,Kalai-Smorodinsky,0.4782742984067951,0.2623102416820837,3,5,False,,0.416667,0.0,0.5,0.0,0.0,0.0,0.083333,0.0,0.0
18,Nash Social Welfare,0.34604461250320573,0.14549305390788456,3,6,False,,0.416667,0.0,0.5,0.0,0.0,0.0,0.083333,0.0,0.0
18,Proportional Fairness,0.34604461250320573,0.14549305390788456,3,7,False,,0.416667,0.0,0.5,0.0,0.0,0.0,0.083333,0.0,0.0
18,Maximin,0.22507766635403192,0.048439508768606844,3,8,False,,0.416667,0.0,0.5,0.0,0.0,0.0,0.083333,0.0,0.0
18,Healthcare_Provider,0.16194003527336873,0.10819722499315382,3,9,False,,0.416667,0.0,0.5,0.0,0.0,0.0,0.083333,0.0,0.0
19,Policy_Maker,0.8486977542055877,0.08203913630436971,3,1,True,0.3333333333333333,0.5,0.0,0.416667,0.0,0.0,0.0,0.083333,0.0,0.0
19,Nash Bargaining,0.6465793520763611,0.07562877172308209,3,2,False,,0.5,0.0,0.416667,0.0,0.0,0.0,0.083333,0.0,0.0
19,Parent,0.6313500679360334,0.064901491779079,3,3,False,,0.5,0.0,0.416667,0.0,0.0,0.0,0.083333,0.0,0.0
19,Compromise Programming,0.5779410527809125,0.1020820202745075,3,4,False,,0.5,0.0,0.416667,0.0,0.0,0.0,0.083333,0.0,0.0
19,Kalai-Smorodinsky,0.5041884173474134,0.25417074260772726,3,5,False,,0.5,0.0,0.416667,0.0,0.0,0.0,0.083333,0.0,0.0
19,Nash Social Welfare,0.3586639693494777,0.1585003097533678,3,6,False,,0.5,0.0,0.416667,0.0,0.0,0.0,0.083333,0.0,0.0
19,Proportional Fairness,0.3586639693494777,0.1585003097533678,3,7,False,,0.5,0.0,0.416667,0.0,0.0,0.0,0.083333,0.0,0.0
19,Maximin,0.2370786431353076,0.060323206676018495,3,8,False,,0.5,0.0,0.416667,0.0,0.0,0.0,0.083333,0.0,0.0
19,Healthcare_Provider,0.18936507936507951,0.1299430316869704,3,9,False,,0.5,0.0,0.416667,0.0,0.0,0.0,0.083333,0.0,0.0
